participant_id,filename,image_datetime,date,foods_detected,estimated_portions,estimated_protein_g,estimated_carbs_g,estimated_fat_g,estimated_calories_kcal,confidence,uncertainty_notes,provider,model,status,error_message,validation_flags,cache_hit
p01,IMG_9164.jpeg,2020-02-25 00:17:42,2020-02-25,"[""red wine"", ""milk chocolate""]","[{""name"": ""red wine"", ""estimated_portion_g"": 150.0}, {""name"": ""milk chocolate"", ""estimated_portion_g"": 30.0}]",2.5,21.0,10.5,292.05625,high,"standard glass portion estimation | three squares of a chocolate bar | A glass of red wine paired with three squares of milk chocolate. | [alcohol-energy] red wine: 150 mL, 12.5% ABV assumed, +103.6 kcal",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9165.jpeg,2020-02-25 09:31:48,2020-02-25,"[""whole wheat toast with strawberry jam"", ""orange juice""]","[{""name"": ""whole wheat toast with strawberry jam"", ""estimated_portion_g"": 50.0}, {""name"": ""orange juice"", ""estimated_portion_g"": 200.0}]",4.0,49.0,1.0,221.0,high,estimated standard slice of bread with a layer of fruit spread; plate scale unavailable | standard glass size; fluid volume approximate | A simple breakfast consisting of a single slice of jam-topped toast and a glass of orange juice.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9168.jpeg,2020-02-25 09:42:31,2020-02-25,"[""orange juice""]","[{""name"": ""orange juice"", ""estimated_portion_g"": 200.0}]",1.4,21.0,0.4,93.2,high,standard serving size for a glass of this size | A glass of orange juice. The glass appears to hold approximately 200ml.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9171.jpeg,2020-02-25 13:44:31,2020-02-25,"[""hamburger"", ""french fries"", ""coca-cola"", ""cherry tomato""]","[{""name"": ""hamburger"", ""estimated_portion_g"": 250.0}, {""name"": ""french fries"", ""estimated_portion_g"": 100.0}, {""name"": ""coca-cola"", ""estimated_portion_g"": 500.0}, {""name"": ""cherry tomato"", ""estimated_portion_g"": 15.0}]",28.2,127.6,35.0,938.2,high,"standard burger with bun and visible garnish | basket portion size estimation | standard 500ml bottle | single tomato on skewer | The meal consists of a burger, a serving of fries in a basket, a single cherry tomato, and a 500ml bottle of Coca-Cola.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9178.jpeg,2020-02-25 16:13:55,2020-02-25,"[""Kvikk Lunsj chocolate bar""]","[{""name"": ""Kvikk Lunsj chocolate bar"", ""estimated_portion_g"": 47.0}]",3.4,26.0,13.0,234.6,high,standard single bar package weight | A sealed package of Freia Kvikk Lunsj chocolate-covered wafer bar.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9180.jpeg,2020-02-25 17:29:21,2020-02-25,"[""waffle"", ""syrup""]","[{""name"": ""waffle"", ""estimated_portion_g"": 35.0}, {""name"": ""syrup"", ""estimated_portion_g"": 30.0}]",2.5,40.0,4.0,206.0,medium,"Single serving piece held in hand, visual estimate. | Small cup of syrup, density assumed similar to maple syrup. | A portion of a waffle being held next to a small container of syrup.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9186.jpeg,2020-02-25 21:22:23,2020-02-25,"[""large flour tortilla"", ""ground beef"", ""mango cubes"", ""vegetable mix (cucumber, tomato, corn, peppers)"", ""crushed corn tortilla chips"", ""shredded cheese""]","[{""name"": ""large flour tortilla"", ""estimated_portion_g"": 60.0}, {""name"": ""ground beef"", ""estimated_portion_g"": 50.0}, {""name"": ""mango cubes"", ""estimated_portion_g"": 40.0}, {""name"": ""vegetable mix (cucumber, tomato, corn, peppers)"", ""estimated_portion_g"": 80.0}, {""name"": ""crushed corn tortilla chips"", ""estimated_portion_g"": 10.0}, {""name"": ""shredded cheese"", ""estimated_portion_g"": 15.0}]",20.4,50.5,18.4,449.2,medium,standard size flour tortilla | visible under the vegetable toppings | visual estimation of fruit volume | aggregate of fresh vegetable toppings | scattered on top | visible base layer under vegetables | Taco-style meal with various toppings on a large flour tortilla. Estimates assume standard portion sizes based on visual surface area.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9187.jpeg,2020-02-25 21:33:12,2020-02-25,"[""Taco in a shell""]","[{""name"": ""Taco in a shell"", ""estimated_portion_g"": 180.0}]",8.0,25.0,7.0,195.0,medium,"A single taco consisting of a tortilla shell, mango, corn, red onion, cucumber, salsa, and a small amount of cheese/tortilla chips. Mixed dish, ingredients estimated. | Single taco served on a white plate. Visible ingredients include mango, red onion, corn, cucumber, salsa, a piece of corn chip, and some shredded cheese inside a soft tortilla shell.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9188.jpeg,2020-02-26 00:17:33,2020-02-26,"[""Cheese puffs""]","[{""name"": ""Cheese puffs"", ""estimated_portion_g"": 60.0}]",3.0,36.0,18.0,318.0,medium,plate scale unavailable | A bowl of cheese puffs.,google_gemini,gemini-3.5-flash-lite,success,,,False
p01,IMG_9199.jpeg,2020-02-26 10:01:10,2020-02-26,"[""Whole grain bread with ham"", ""Bell pepper slices"", ""Scrambled eggs"", ""Orange juice""]","[{""name"": ""Whole grain bread with ham"", ""estimated_portion_g"": 60.0}, {""name"": ""Bell pepper slices"", ""estimated_portion_g"": 20.0}, {""name"": ""Scrambled eggs"", ""estimated_portion_g"": 50.0}, {""name"": ""Orange juice"", ""estimated_portion_g"": 200.0}]",17.7,41.7,7.2,302.4,medium,"Single slice of bread with a standard slice of deli ham; plate scale unavailable | Small strips of red and green bell pepper | Small portion of scrambled eggs, estimated quantity | Standard glass size estimated at 200ml | A breakfast or light lunch consisting of a ham sandwich, bell pepper strips, a side of scrambled eggs, and a glass of orange juice.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9200.jpeg,2020-02-26 10:07:18,2020-02-26,"[""Swiss cheese slices on rye bread"", ""Orange juice""]","[{""name"": ""Swiss cheese slices on rye bread"", ""estimated_portion_g"": 75.0}, {""name"": ""Orange juice"", ""estimated_portion_g"": 150.0}]",13.0,30.0,11.0,271.0,medium,"two slices of swiss cheese on a single slice of rye bread | glass size unknown, portion estimated | A simple breakfast consisting of rye bread with two slices of Swiss cheese and a glass of orange juice.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9201.jpeg,2020-02-26 12:22:19,2020-02-26,"[""Freia Kvikk Lunsj Chocolate Bar""]","[{""name"": ""Freia Kvikk Lunsj Chocolate Bar"", ""estimated_portion_g"": 47.0}]",3.4,29.5,13.6,254.0,high,standard packaged bar size | One packaged Freia Kvikk Lunsj chocolate bar.,google_gemini,gemini-3.5-flash-lite,success,,,False
p01,IMG_9202.jpeg,2020-02-26 15:41:39,2020-02-26,"[""Pepperoni pizza slice""]","[{""name"": ""Pepperoni pizza slice"", ""estimated_portion_g"": 90.0}]",10.0,26.0,9.0,225.0,medium,plate scale unavailable | A single slice of pepperoni pizza on a wooden surface.,google_gemini,gemini-3.5-flash-lite,success,,,False
p01,IMG_9203.jpeg,2020-02-26 20:14:38,2020-02-26,"[""Chicken wings"", ""Coca-Cola""]","[{""name"": ""Chicken wings"", ""estimated_portion_g"": 350.0}, {""name"": ""Coca-Cola"", ""estimated_portion_g"": 330.0}]",55.0,37.0,25.0,593.0,medium,plate scale unavailable | standard can size | Chicken wings in a baking dish with a can of Coca-Cola.,google_gemini,gemini-3.5-flash-lite,success,,,False
p01,IMG_9204.jpeg,2020-02-26 20:36:46,2020-02-26,"[""green grapes""]","[{""name"": ""green grapes"", ""estimated_portion_g"": 30.0}]",0.2,5.4,0.1,23.3,high,"six small green grapes, mass estimated based on typical fruit size | A small cluster of 6 green grapes.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9205.jpeg,2020-02-27 06:38:27,2020-02-27,"[""whole wheat bread with chocolate hazelnut spread"", ""milk""]","[{""name"": ""whole wheat bread with chocolate hazelnut spread"", ""estimated_portion_g"": 60.0}, {""name"": ""milk"", ""estimated_portion_g"": 200.0}]",11.0,40.0,17.0,357.0,high,estimated based on one slice of bread and a standard spread layer; plate scale unavailable | estimated standard glass size; fat content assumed dairy milk | A simple meal consisting of one slice of bread topped with chocolate-hazelnut spread and a glass of milk.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9206.jpeg,2020-02-27 09:42:41,2020-02-27,"[""Crispbread with chocolate hazelnut spread"", ""Coca-Cola Original""]","[{""name"": ""Crispbread with chocolate hazelnut spread"", ""estimated_portion_g"": 50.0}, {""name"": ""Coca-Cola Original"", ""estimated_portion_g"": 330.0}]",3.0,65.0,8.0,344.0,high,"two pieces of crispbread with spread, estimates based on standard serving sizes | standard 330ml can volume | A snack consisting of two crispbreads topped with a chocolate hazelnut spread, accompanied by a can of regular Coca-Cola.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9207.jpeg,2020-02-27 11:32:44,2020-02-27,"[""orange"", ""hot chocolate""]","[{""name"": ""orange"", ""estimated_portion_g"": 180.0}, {""name"": ""hot chocolate"", ""estimated_portion_g"": 200.0}]",5.7,47.5,5.2,259.6,high,"standard medium orange size | standard cup volume estimation, typical recipe | An orange and a cup of what appears to be hot chocolate or cocoa.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9208.jpeg,2020-02-27 16:22:55,2020-02-27,"[""flour tortilla"", ""ground beef"", ""shredded cheese"", ""avocado and vegetable toppings"", ""corn tortilla chips""]","[{""name"": ""flour tortilla"", ""estimated_portion_g"": 50.0}, {""name"": ""ground beef"", ""estimated_portion_g"": 40.0}, {""name"": ""shredded cheese"", ""estimated_portion_g"": 20.0}, {""name"": ""avocado and vegetable toppings"", ""estimated_portion_g"": 40.0}, {""name"": ""corn tortilla chips"", ""estimated_portion_g"": 15.0}]",20.5,37.5,24.0,448.0,high,"standard size flour tortilla | lean ground beef estimate | visual estimation of spread | includes avocado, cucumber, tomato, and salsa | small portion of chips | A simple taco-style open wrap with ground beef, cheese, fresh vegetables, avocado, salsa, and a few corn chips.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9209.jpeg,2020-02-27 16:30:11,2020-02-27,"[""ground beef"", ""shredded cheese"", ""vegetable mix (tomato, cucumber, avocado)"", ""tortilla chips""]","[{""name"": ""ground beef"", ""estimated_portion_g"": 80.0}, {""name"": ""shredded cheese"", ""estimated_portion_g"": 30.0}, {""name"": ""vegetable mix (tomato, cucumber, avocado)"", ""estimated_portion_g"": 70.0}, {""name"": ""tortilla chips"", ""estimated_portion_g"": 30.0}]",30.0,25.0,31.0,499.0,medium,partly hidden by toppings | visually estimated | estimated total of fresh vegetables | count estimation | Taco-style bowl components served with a side of tortilla chips.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9210.jpeg,2020-02-27 23:13:10,2020-02-27,"[""Granola cereal with milk""]","[{""name"": ""Granola cereal with milk"", ""estimated_portion_g"": 180.0}]",6.5,45.0,12.0,314.0,medium,"estimated portion includes approximately 45g of granola and 135ml of milk; plate scale unavailable | A bowl of cereal, likely granola containing oat clusters and nuts, submerged in milk.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9211.jpeg,2020-02-27 23:35:58,2020-02-27,"[""Orange juice"", ""Oat biscuit"", ""Green grapes""]","[{""name"": ""Orange juice"", ""estimated_portion_g"": 200.0}, {""name"": ""Oat biscuit"", ""estimated_portion_g"": 15.0}, {""name"": ""Green grapes"", ""estimated_portion_g"": 20.0}]",2.5,34.6,3.5,179.89999999999998,high,"estimated volume of a standard small glass | standard single biscuit | four small grapes | A simple snack consisting of orange juice, a single biscuit, and four green grapes.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9212.jpeg,2020-02-28 08:29:40,2020-02-28,"[""TINE Morgen Mango & Banana Yogurt with Muesli"", ""Aunt Mabel's Chocolate Muffin""]","[{""name"": ""TINE Morgen Mango & Banana Yogurt with Muesli"", ""estimated_portion_g"": 195.0}, {""name"": ""Aunt Mabel's Chocolate Muffin"", ""estimated_portion_g"": 100.0}]",13.2,85.1,30.2,665.0,high,Nutritional values calculated based on provided packaging weight of 195g and stated per 100g density. | Standard estimate for a commercial chocolate muffin. | The yogurt container shows net weight (195g). The muffin is in its original packaging.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9214.jpeg,2020-02-28 09:09:35,2020-02-28,"[""Coca-Cola""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 330.0}]",0.0,35.0,0.0,140.0,high,"standard 330ml can volume | A single, mostly full can of Coca-Cola.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9215.jpeg,2020-02-28 12:07:35,2020-02-28,"[""Chicken curry with rice"", ""Diced bell peppers and vegetables"", ""Coca-Cola""]","[{""name"": ""Chicken curry with rice"", ""estimated_portion_g"": 400.0}, {""name"": ""Diced bell peppers and vegetables"", ""estimated_portion_g"": 50.0}, {""name"": ""Coca-Cola"", ""estimated_portion_g"": 330.0}]",35.5,103.0,18.1,716.9,medium,"mixed dish, includes rice, meat, and sauce, plate scale unavailable | visible fresh topping, serving size estimated | standard can size | A bowl of chicken curry served with white rice, topped with fresh diced bell peppers, accompanied by a 330ml can of Coca-Cola.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9216.jpeg,2020-02-28 18:05:31,2020-02-28,"[""banana""]","[{""name"": ""banana"", ""estimated_portion_g"": 120.0}]",1.3,27.0,0.4,116.8,high,average medium banana size | A single medium-sized banana sitting on a stovetop.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9217.jpeg,2020-02-28 18:26:34,2020-02-28,"[""Bacon cheeseburger""]","[{""name"": ""Bacon cheeseburger"", ""estimated_portion_g"": 220.0}]",28.0,35.0,32.0,540.0,high,"Standard fast food style bacon cheeseburger with sesame seed bun, estimated based on typical burger dimensions and visible bacon rashers. | The burger is visible in its takeout container, showing a sesame bun, a beef patty, cheese, and multiple slices of bacon.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9220.jpeg,2020-02-28 22:13:41,2020-02-28,"[""Ham and cheese pizza slice""]","[{""name"": ""Ham and cheese pizza slice"", ""estimated_portion_g"": 120.0}]",14.0,32.0,12.0,292.0,high,"Single slice, no scale reference | A single slice of pizza with ham and cheese on a wooden cutting board.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9223.jpeg,2020-02-29 11:16:25,2020-02-29,"[""milk chocolate sweets"", ""gummy candies"", ""fudge piece""]","[{""name"": ""milk chocolate sweets"", ""estimated_portion_g"": 40.0}, {""name"": ""gummy candies"", ""estimated_portion_g"": 30.0}, {""name"": ""fudge piece"", ""estimated_portion_g"": 15.0}]",4.5,57.0,16.0,390.0,medium,"estimated based on volume of 5-6 chocolate pieces | estimated based on size of 3-4 visible gummy pieces | single small cube of fudge | A small cup containing a mix of assorted candies, including milk chocolate pieces, sugar-coated gummy sweets, and a piece of fudge.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9224.jpeg,2020-02-29 11:26:09,2020-02-29,"[""poppy seed roll"", ""cheese slices"", ""fruit jam"", ""milk""]","[{""name"": ""poppy seed roll"", ""estimated_portion_g"": 70.0}, {""name"": ""cheese slices"", ""estimated_portion_g"": 40.0}, {""name"": ""fruit jam"", ""estimated_portion_g"": 20.0}, {""name"": ""milk"", ""estimated_portion_g"": 200.0}]",22.0,58.0,21.0,509.0,high,"standard bread roll size | two slices of semi-hard cheese | spread on one half of the roll | estimated volume in glass | Breakfast consisting of a poppy seed bread roll, cheese slices, fruit jam, and a glass of milk.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9225.jpeg,2020-02-29 13:13:08,2020-02-29,"[""Coca-Cola""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 500.0}]",0.0,54.0,0.0,216.0,high,"Based on a standard 500ml bottle size | A single bottle of Coca-Cola, partially consumed.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9226.jpeg,2020-02-29 16:40:30,2020-02-29,"[""green grapes""]","[{""name"": ""green grapes"", ""estimated_portion_g"": 60.0}]",0.4,16.2,0.1,67.3,high,estimated based on count of 10 grapes of average size | A small bunch of green grapes on a dark countertop.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9228.jpeg,2020-02-29 18:40:13,2020-02-29,"[""Taco wrap with beef, cheese, avocado, and vegetables""]","[{""name"": ""Taco wrap with beef, cheese, avocado, and vegetables"", ""estimated_portion_g"": 250.0}]",22.0,28.0,18.0,362.0,medium,"Single serving taco including flour tortilla, ground beef, shredded cheese, avocado, tomato, and cucumber. | The meal is a single, open-faced taco on a flour tortilla with various toppings. Estimates are approximate based on standard serving sizes for these ingredients.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9229.jpeg,2020-02-29 23:01:03,2020-02-29,"[""green grapes"", ""soda""]","[{""name"": ""green grapes"", ""estimated_portion_g"": 40.0}, {""name"": ""soda"", ""estimated_portion_g"": 200.0}]",0.3,29.2,0.1,118.9,high,count of 8 small grapes | estimated volume of small glass | A small serving of green grapes and a glass of dark soda.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9230.jpeg,2020-03-01 09:50:09,2020-03-01,"[""Kaiser roll with strawberry jam"", ""Kaiser roll with jam and sliced cheese"", ""Cow's milk""]","[{""name"": ""Kaiser roll with strawberry jam"", ""estimated_portion_g"": 60.0}, {""name"": ""Kaiser roll with jam and sliced cheese"", ""estimated_portion_g"": 85.0}, {""name"": ""Cow's milk"", ""estimated_portion_g"": 240.0}]",24.0,77.0,18.0,566.0,high,"open-faced roll, half spread with jam | estimated cheese weight and bread portion | standard glass size estimate | A breakfast or snack consisting of two pieces of a cut bread roll (one with jam, one with jam and sliced cheese) accompanied by a glass of milk.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9231.jpeg,2020-03-01 09:50:10,2020-03-01,"[""Hard cheese block"", ""Bread rolls"", ""Fruit flavored beverage""]","[{""name"": ""Hard cheese block"", ""estimated_portion_g"": 200.0}, {""name"": ""Bread rolls"", ""estimated_portion_g"": 100.0}, {""name"": ""Fruit flavored beverage"", ""estimated_portion_g"": 330.0}]",59.0,82.0,63.0,1131.0,medium,"Visual estimate of a standard block of cheese size | Visual estimate based on two rolls in basket | Estimated based on bottle size and typical sugar content for similar drinks | The items are resting on a sofa, not prepared as a meal, so these are ingredient estimates.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9232.jpeg,2020-03-01 12:17:18,2020-03-01,"[""Cinnamon roll with icing"", ""Coca-Cola""]","[{""name"": ""Cinnamon roll with icing"", ""estimated_portion_g"": 100.0}, {""name"": ""Coca-Cola"", ""estimated_portion_g"": 330.0}]",6.0,87.0,12.0,480.0,high,estimated size based on paper plate proportions | standard 330ml can volume | A snack consisting of a large iced cinnamon roll and a 330ml can of Coca-Cola.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9233.jpeg,2020-03-01 12:24:44,2020-03-01,"[""cheeseburger"", ""french fries"", ""side salad (lettuce and tomato)""]","[{""name"": ""cheeseburger"", ""estimated_portion_g"": 110.0}, {""name"": ""french fries"", ""estimated_portion_g"": 30.0}, {""name"": ""side salad (lettuce and tomato)"", ""estimated_portion_g"": 40.0}]",19.5,39.0,19.0,405.0,medium,"partly eaten, estimated portion based on hand size | estimated serving based on remaining count on plate | visual estimate, dressing presence unclear | The meal consists of a partially eaten cheeseburger and a small side of fries and salad. Estimates are based on visual observation with no precise scale.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9234.jpeg,2020-03-01 15:47:12,2020-03-01,"[""slice of pizza with ham"", ""Coca-Cola Original""]","[{""name"": ""slice of pizza with ham"", ""estimated_portion_g"": 120.0}, {""name"": ""Coca-Cola Original"", ""estimated_portion_g"": 330.0}]",14.0,69.0,12.0,440.0,high,estimated size based on standard pizza slice geometry and ham toppings | standard 330ml can volume | A slice of ham pizza and a standard can of regular Coca-Cola.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9236.jpeg,2020-03-01 19:32:44,2020-03-01,"[""hot dog with bun, mustard, and ketchup""]","[{""name"": ""hot dog with bun, mustard, and ketchup"", ""estimated_portion_g"": 120.0}]",12.0,25.0,14.0,274.0,high,standard size hot dog with bun and small amount of condiments; no scale available | a single hot dog in a whole wheat or multigrain bun with mustard and ketchup applied,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9238.jpeg,2020-03-01 22:44:16,2020-03-01,"[""green grapes""]","[{""name"": ""green grapes"", ""estimated_portion_g"": 40.0}]",0.3,7.2,0.1,30.9,high,"count is 8 grapes, estimated at 5g each | 8 green grapes on a plain white surface.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9240.jpeg,2020-03-02 08:28:00,2020-03-02,"[""Mango and banana yogurt with muesli""]","[{""name"": ""Mango and banana yogurt with muesli"", ""estimated_portion_g"": 195.0}]",8.2,37.1,4.4,220.8,high,"Nutritional values calculated based on the 100g label data provided on the packaging for the full 195g serving. | The product is a single-serve container of yogurt with a side of muesli, labeled as 195g total. Nutrition information per 100g is provided on the packaging.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9241.jpeg,2020-03-02 10:32:07,2020-03-02,"[""Whole grain crispbread"", ""Chocolate hazelnut spread""]","[{""name"": ""Whole grain crispbread"", ""estimated_portion_g"": 20.0}, {""name"": ""Chocolate hazelnut spread"", ""estimated_portion_g"": 30.0}]",4.2,29.0,9.5,218.3,high,Standard rye crispbread size estimate | Visual estimate of piped spread on crispbread | Two pieces of crispbread topped with piped chocolate hazelnut spread.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9242.jpeg,2020-03-02 10:36:55,2020-03-02,"[""Coca-Cola""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 355.0}]",0.0,39.0,0.0,156.0,high,standard 12 oz can size assumed | A single open can of Coca-Cola.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9243.jpeg,2020-03-02 11:46:10,2020-03-02,"[""Pasta salad with vegetables, croutons, and ham""]","[{""name"": ""Pasta salad with vegetables, croutons, and ham"", ""estimated_portion_g"": 250.0}]",12.0,35.0,8.0,260.0,medium,"mixed dish containing pasta, corn, tomato, cucumber, lettuce, ham, and croutons; plate scale unavailable | A mixed bowl containing pasta salad with varied vegetables, croutons, and bits of ham.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9244.jpeg,2020-03-02 12:49:21,2020-03-02,"[""Apple"", ""Black Coffee""]","[{""name"": ""Apple"", ""estimated_portion_g"": 180.0}, {""name"": ""Black Coffee"", ""estimated_portion_g"": 240.0}]",0.8,25.0,0.3,105.9,high,Standard medium-sized apple estimation. | Assuming standard mug size filled with black coffee; negligible macronutrients. | A simple meal consisting of a whole fresh apple and a mug of black coffee.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9251.jpeg,2020-03-02 17:03:44,2020-03-02,"[""English muffin with ham and butter""]","[{""name"": ""English muffin with ham and butter"", ""estimated_portion_g"": 220.0}]",22.0,60.0,12.0,436.0,high,"Includes two English muffins, two slices of deli ham, and a small amount of butter spread visible. | Two open-faced English muffins topped with slices of ham and a small amount of spread, likely butter or margarine.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9252.jpeg,2020-03-02 20:53:36,2020-03-02,"[""English muffin with ham and mayonnaise"", ""Milk""]","[{""name"": ""English muffin with ham and mayonnaise"", ""estimated_portion_g"": 200.0}, {""name"": ""Milk"", ""estimated_portion_g"": 240.0}]",28.0,47.0,15.0,435.0,medium,"mixed dish | glass scale unavailable | English muffins topped with ham and a spread, accompanied by a glass of milk.",google_gemini,gemini-3.5-flash-lite,success,,,False
p01,IMG_9253.jpeg,2020-03-03 08:20:08,2020-03-03,"[""Mango and banana yogurt with fruit muesli""]","[{""name"": ""Mango and banana yogurt with fruit muesli"", ""estimated_portion_g"": 195.0}]",8.2,25.4,4.1,171.29999999999998,high,Nutritional data derived from label information for the total 195g package. | The product is a single-serve mango and banana yogurt cup with a separate compartment for fruit muesli. Total weight is provided on the packaging.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9254.jpeg,2020-03-03 10:22:44,2020-03-03,"[""Coca-Cola Original Taste""]","[{""name"": ""Coca-Cola Original Taste"", ""estimated_portion_g"": 355.0}]",0.0,39.0,0.0,156.0,high,standard 12oz can size | A single unopened 12oz can of Coca-Cola Original Taste.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9255.jpeg,2020-03-03 17:08:38,2020-03-03,"[""creamy sauce or soup""]","[{""name"": ""creamy sauce or soup"", ""estimated_portion_g"": 60.0}]",1.5,3.0,5.0,63.0,medium,"small bowl, contents likely a cream-based sauce or soup, portion size estimated by cup dimensions | A small portion of a creamy, opaque liquid served in a ceramic cup. It is likely a sauce, dip, or small serving of soup.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9257.jpeg,2020-03-03 17:09:00,2020-03-03,"[""Fried potato slice with cream garnish""]","[{""name"": ""Fried potato slice with cream garnish"", ""estimated_portion_g"": 30.0}]",0.5,7.0,4.0,66.0,medium,Single slice with small dollop of creamy topping; plate scale unavailable | A single amuse-bouche style serving consisting of a thinly sliced fried potato topped with what appears to be crème fraîche or a similar soft cheese and a microgreen.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9258.jpeg,2020-03-03 17:12:55,2020-03-03,"[""sourdough bread""]","[{""name"": ""sourdough bread"", ""estimated_portion_g"": 35.0}]",3.0,18.0,0.5,88.5,high,"plate scale unavailable | A single slice or piece of crusty artisan bread, likely sourdough.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9259.jpeg,2020-03-03 17:17:55,2020-03-03,"[""Poached fish with cabbage and herbs""]","[{""name"": ""Poached fish with cabbage and herbs"", ""estimated_portion_g"": 120.0}]",20.0,5.0,6.0,154.0,medium,"A small portion of white fish with cabbage and garnish, plate scale unavailable. | The dish appears to be a small, possibly appetizer-sized portion of cooked white fish served over a bed of cabbage or similar greens, garnished with microgreens. Estimates are based on the visual size relative to the plate.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9260.jpeg,2020-03-03 17:18:01,2020-03-03,"[""Coca-Cola""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 350.0}]",0.0,39.0,0.0,156.0,high,Based on standard soda volume in glass | A glass of Coca-Cola with a mostly empty bottle alongside.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9261.jpeg,2020-03-03 17:40:05,2020-03-03,"[""sourdough bread slice""]","[{""name"": ""sourdough bread slice"", ""estimated_portion_g"": 30.0}]",3.5,18.0,0.5,90.5,high,"estimated based on typical slice size of artisan bread, plate scale unavailable | A single slice of rustic sourdough-style bread served on a large dark plate.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9262.jpeg,2020-03-03 17:43:09,2020-03-03,"[""Seared fish fillet with mushrooms"", ""Roasted cauliflower"", ""Poached egg or mousse""]","[{""name"": ""Seared fish fillet with mushrooms"", ""estimated_portion_g"": 120.0}, {""name"": ""Roasted cauliflower"", ""estimated_portion_g"": 60.0}, {""name"": ""Poached egg or mousse"", ""estimated_portion_g"": 70.0}]",32.0,7.0,16.0,300.0,medium,"mixed dish, includes mushrooms and sauce, portion estimate based on size relative to plate | estimated visible portion, cooking oil unknown | texture uncertain, appears to be a poached egg or savory mousse | A refined dish featuring a protein (likely fish) topped with mushrooms, a side of roasted cauliflower, and a smooth, rounded item resembling a poached egg or savory foam.",google_gemini,gemini-3.1-flash-lite,success,,,True
